trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
107,False,"{'a': 0.5, 'e': 0.5848838636585911}",25,9,-20.082560321106968,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.5819594443402982}",20,0,-89.54450993127196,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.5790496471185967}",20,0,-19.098341726988508,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.5761543988830038}",30,3,-45.31534081926143,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.5732736268885887}",25,0,-44.13977830793007,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.5704072587541458}",25,0,-44.926218331647995,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.567555222460375}",25,0,-60.75461015093216,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.5647174463480732}",25,0,-124.36920476086668,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.5618938591163328}",20,0,-19.052854401771206,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.5590843898207511}",25,0,-51.42690438437959,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.5562889678716474}",30,6,-52.40722459366549,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.5535075230322891}",25,11,-35.691389871388985,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.5507399854171277}",25,0,-90.91503405215659,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.547986285490042}",30,0,-25.714702479658673,"{0: 24, 1: 3, 2: 1, 3: 2, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.5452463540625918}",25,0,-79.77776251258476,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.5425201222922789}",25,13,-20.903303207590376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.5, 'e': 0.5398075216808175}",20,2,-19.84386502690945,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.5371084840724134}",25,0,-116.02390507476039,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
125,False,"{'a': 0.5, 'e': 0.5344229416520513}",20,15,1.5084863360740077,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.531750826943791}",25,0,-114.1963453186819,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.5290920728090721}",20,0,-13.080317248701448,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.5264466124450268}",30,8,-70.09931826253718,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 1}",1
129,False,"{'a': 0.5, 'e': 0.5238143793828016}",25,17,-5.000425710859772,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.5211953074858876}",20,0,-53.043730590343316,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.5185893309484582}",20,0,-82.3334547770994,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.5159963842937159}",30,0,-18.19044392708239,"{0: 26, 1: 3, 2: 0, 3: 0, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.5134164023722473}",20,0,-48.57740432094914,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.510849320360386}",30,0,-46.29707169011809,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.5082950737585841}",20,3,-1.83108058422879,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.5057535983897912}",30,0,-46.26153299517243,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.5032248303978422}",30,12,-48.73544072255922,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.500708706245853}",30,0,-70.70946383801328,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.4982051627146237}",25,13,-5.8347062565405015,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.49571413690105054}",25,14,12.660126275559483,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.4932355662165453}",25,0,-80.35203899592895,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.4907693883854626}",25,13,6.831354610823771,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.4883155414435353}",20,0,18.96239286949242,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.4858739637363176}",20,0,-33.75135779381304,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.483444593917636}",25,10,14.673977676458176,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.4810273709480478}",20,5,3.836336028276896,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.47862223409330756}",25,0,-48.14752034654751,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.47622912292284103}",25,0,-41.92907024006221,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.4738479773082268}",20,16,5.86230308567135,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.47147873742168567}",30,10,-55.49302685309762,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
151,False,"{'a': 0.5, 'e': 0.46912134373457726}",25,0,-4.808232622261446,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.46677573701590436}",20,0,-64.51186036414504,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.46444185833082485}",25,13,-20.35361422102629,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.46211964903917074}",20,0,-82.90889803347432,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.4598090507939749}",25,0,-29.692147962223906,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.457510005540005}",20,3,-55.031987020753604,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.45522245551230495}",25,0,-70.75530343535476,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.4529463432347434}",25,9,-43.39622204709303,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.4506816115185697}",20,0,-3.0573130173001237,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.4484282034609769}",20,0,-8.926682140079802,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.446186062443672}",25,0,-35.32101744794461,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.4439551321314536}",25,15,-74.13790189839536,"{0: 6, 1: 1, 2: 0, 3: 2, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.4417353564707963}",20,0,-58.13653668739976,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.43952667968844233}",20,12,5.133785724932869,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.43732904629000013}",20,3,-46.12717852742899,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
166,False,"{'a': 0.5, 'e': 0.4351424010585501}",30,0,-89.10379893047435,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.43296668905325736}",20,0,-7.969634085887886,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.43080185560799106}",25,3,-15.479087920808311,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.4286478463299511}",20,0,-29.784158430458923,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.42650460709830135}",20,0,-86.74435874308286,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.42437208406280985}",25,17,8.950901251284748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.4222502236424958}",20,0,-142.90678763151087,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.42013897252428334}",20,10,-23.069047242938286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.4180382776616619}",30,13,19.613361964472997,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.4159480862733536}",25,0,-12.957465422361969,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.41386834584198684}",20,8,-67.64271806758947,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.4117990041127769}",30,15,-17.590589591822305,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.40974000909221303}",20,0,-4.398106777094369,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.40769130904675194}",20,0,-111.1597525955537,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.40565285250151817}",30,0,-75.98261358481874,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.4036245882390106}",25,10,1.6997252322960499,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.4016064652978155}",25,0,0.07459842438196707,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.3995984329713264}",25,15,10.329921724030989,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
